id,taxa__id,tags,mime_type,src,creator,date,place,gps,permission,source,source_url,comments
e82ebc2b3ab387580ff2d21bb16e8036,cephalophusnatalensis,general;thumbnail1,image/png,,Nachbarnebenan,2009-04-09,Leipzig,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Rotducker_im_Okapi-Wald_-_Zoo_Leipzig.png,http://upload.wikimedia.org/wikipedia/commons/7/73/Rotducker_im_Okapi-Wald_-_Zoo_Leipzig.png,
33402ebb5d29e04f31a54eef6b80e0d2,kobusleche,general;male;thumbnail1,image/jpeg,,Reinhard Kraasch,2009-11-01,"Moremi Game Reserve, Botswana",,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Kobus_leche_5179.jpg,http://upload.wikimedia.org/wikipedia/commons/3/33/Kobus_leche_5179.jpg,
46fea56b9787e5ed346993846c5acb44,kobusleche,general;group;thumbnail2,image/jpeg,,Ian Restall,2007-12-12,Okawango,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:Red_Lechwe_in_the_Okavango.jpg,http://upload.wikimedia.org/wikipedia/commons/c/cb/Red_Lechwe_in_the_Okavango.jpg,
e5b6e42a0b4aa05565f4212fccb1becc,kobusvardonii,general;thumbnail1,image/jpeg,,Simon J. Tonge,2013-01-03,"Chobe National Park, Botswana",,http://creativecommons.org/licenses/by/3.0/,http://media.eol.org/data_objects/23049910,http://media.eol.org/content/2013/06/17/17/54173_orig.jpg,Male
817772ccf0cc3331f65e24e2506b3c50,kobusvardonii,head;male;thumbnail2,image/jpeg,,Hans Hillewaert,2012-08-05,Luangwa National Park,-13.102908 31.783169,http://creativecommons.org/licenses/by-sa/4.0,http://commons.wikimedia.org/wiki/File:Kobus_vardonii_(male_portrait).jpg,http://upload.wikimedia.org/wikipedia/commons/c/ce/Kobus_vardonii_%28male_portrait%29.jpg,
718d7af26e0f7d2452b48bacd759e219,madoquakirkii,general;thumbnail1,image/jpeg,,Amrum,2004-09-20,"Etosha National Park, Namibia",,http://creativecommons.org/licenses/by-sa/2.5,http://commons.wikimedia.org/wiki/File:Damara_Dik-Dik.JPG,http://upload.wikimedia.org/wikipedia/commons/7/75/Damara_Dik-Dik.JPG,
ac36cea399142d13aa3d6fe25997f8ce,neotragusmoschatus,general;thumbnail1,image/jpeg,,Olivier Lejade,2008-08-30,"Mnemba, Zanzibar",,http://creativecommons.org/licenses/by-sa/2.0,http://commons.wikimedia.org/wiki/File:Suni_1.jpg,http://upload.wikimedia.org/wikipedia/commons/7/7c/Suni_1.jpg,"Suni in Mnemba, Zanzibar"
f195bc51122b4360a30388262151e725,neotragusmoschatus,general;drawing;thumbnail2,image/png,,Philip Sclater,1894-01-01,unknown,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:The_book_of_antelopes_(1894)_Nesotragus_moschatus.png,http://upload.wikimedia.org/wikipedia/commons/0/03/The_book_of_antelopes_%281894%29_Nesotragus_moschatus.png,The book of antelopes (1894) Nesotragus moschatus
bd6f774117868952f79605b116f9bd04,oryxgazella,general;thumbnail1,image/jpeg,,Hans Hillewaert,2007-06-30,"Etosha National Park, Namibia",-18.858669 16.924931,http://creativecommons.org/licenses/by-sa/4.0,http://commons.wikimedia.org/wiki/File:Oryx_gazella_(Chudop).jpg,http://upload.wikimedia.org/wikipedia/commons/e/ec/Oryx_gazella_%28Chudop%29.jpg,
c676a547254762b276771a19bdd04f72,ourebiaourebi,general;pair;,image/jpeg,,Roland Hunziker,2006-03-23,Niger,,http://creativecommons.org/licenses/by-sa/2.0,http://commons.wikimedia.org/wiki/File:Gazelles_grass_park_w_niger_2006.jpg,http://upload.wikimedia.org/wikipedia/commons/6/67/Gazelles_grass_park_w_niger_2006.jpg,
3aa370cb7eedae34ab83dc9b21a5aa32,philantombamonticola,general;thumbnail1,image/jpeg,,Derek Keats,2009-12-20,unknown,,http://creativecommons.org/licenses/by-sa/2.0,http://commons.wikimedia.org/wiki/File:Cephalophus_monticola.jpg,http://upload.wikimedia.org/wikipedia/commons/e/ee/Cephalophus_monticola.jpg,
22207cd17d1025178770c161bbf8b159,philantombamonticola,front,image/jpeg,,Jean,2008-07-01,unknown,,http://creativecommons.org/licenses/by/2.0,https://www.flickr.com/photos/7326810@N08/2701684335/sizes/o/,https://farm4.staticflickr.com/3229/2701684335_7a5d9b2c96_o.jpg,title 'Blue Duiker'
0ad54d1a5ed149301803fc773a74e2c6,raphicerusmelanotis,general;drawing;thumbnail1,image/png,,Philip Sclater,1894-01-01,unknown,,http://en.wikipedia.org/wiki/Public_domain,http://commons.wikimedia.org/wiki/File:The_book_of_antelopes_(1894)_Raphiceros_melanotis.png,http://upload.wikimedia.org/wikipedia/commons/5/56/The_book_of_antelopes_%281894%29_Raphiceros_melanotis.png,
