id,scientific_name,synonyms,description,english_name,kingdom,phylum,class_,order,family,genus,characteristics,biotope,countries__ids,domesticated/cultivated,endemic,general_uses,notes,refs__ids,links
lagenariasiceraria,Lagenaria siceraria,,(Molina) Standl.,bottle gourd,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,,,,,,,,,
lagenariasphaerica,Lagenaria sphaerica,,,,Plantae,,,,,Lagenaria,,,,,,,,[PROTA],
lagenodelphishosei,Lagenodelphis hosei,,"Fraser, 1956",Fraser's dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenodelphis,"carnivore; length: 2,6m; dark above, pinkish-white below, separated by two stripes, lighter upper stripe and darker lower stripe from mouth and through eye to anus; small beak; triangular fin;",marine habitat,"MZ,ZA",,,,,,
lagenorhynchusobscurus,Lagenorhynchus obscurus,,"(Gray, 1828)",beakless dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,"carnivore; length:2,1m; dark above, white below, grey along the flanks with black blaze, small beak; dorsal fin is sickle shaped;",marine habitat,"NA,ZA",,,,,,
laggeradecurrens,Laggera decurrens,,,Lagerra sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Laggera,"shrub, 2m tall, winged stems, whole plant is covered with silky white hairs, round yellow and white flower","dry river course, arid area",ZA,,,,,,
lagonostictasenegala,Lagonosticta senegala,,"(Linnaeus, 1766)",Red-billed Firefinch,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lagonosticta,,,"BJ,ET,GH,GM,GW,KE,NE,SD,SN,TZ,UG,ZA",,,,,,
lagunculariaracemosa,Laguncularia racemosa,,,,Plantae,,,,,Laguncularia,,,,,,,,[PROTA],
lamprotornis,Lamprotornis,,"(Bell, 1881)",Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,,,,,,,,,,
lamprotornisaustralis,Lamprotornis australis,,"(A. Smith, 1836)",Burchell's Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,,,,,,,,,
lamprotorniscaudatus,Lamprotornis caudatus,,"(Statius Muller, 1776)",Long-tailed Glossy Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,,,"BF,BJ,CM,ES,GH,GM,GN,NE,NG,SN,TD,TG,ZM",,,,,,
lamprotornischalybaeus,Lamprotornis chalybaeus,,"Hemprich & Ehrenberg, 1828",Greater Blue-eared Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,,,"ET,GH,GM,KE,SN,TZ,ZA",,,,,,
lamprotornisnitens,Lamprotornis nitens,,"(Linnaeus, 1766)",Cape Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,,,"BW,NA,ZA",,,,,,
lamprotornispulcher,Lamprotornis pulcher,,"(Statius Muller, 1776)",Chestnut-bellied Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,,,"BF,BJ,CM,GH,GM,ML,MR,NE,NG,SD,SN,TG",,,,,,
lampyridae,Lampyridae,,,Lightning bug,Animalia,Arthropoda,Insecta,Coleoptera,,,,,"BW,ZA",,,,,,
landolphialetestui,Landolphia letestui,,,,Plantae,,,,,Landolphia,,,,,,,,[PROTA],
lanelaternotodonta,Lanelater notodonta,,,,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Lanelater,,,,,,,,,
laniariusatrococcineus,Laniarius atrococcineus,,"(Burchell, 1822)",Crimson-breasted Shrike,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Laniarius,,,"BW,NA,ZA",,,,,,
laniuscollaris,Lanius collaris,,"Linnaeus, 1766",Southern Fiscal,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,,,"BW,ZA",,,,,,
laniusmeridionalis,Lanius meridionalis,,"Temminck, 1820",Southern Gray Shrike,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,,,"AE,ES,FR,KW,MA,PT,QA,YE",,,,,,
laniusminor,Lanius minor,,"Gmelin, 1788",Lesser Grey Shrike,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,,,"BW,NA,ZA",,,,,,
lanneabarteri,Lannea barteri,,,,Plantae,,,,,Lannea,,,,,,,,[PROTA],
lanneadiscolor,Lannea discolor,,(Sond.) Engl.,Tree grape,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lannea,,,"BW,NA",,,,,,
lanneaegregia,Lannea egregia,,,,Plantae,,,,,Lannea,,,,,,,,[PROTA],
lanneafruticosa,Lannea fruticosa,,(Hochst.) Engl.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lannea,,,,,,,,,
lanneahumilis,Lannea humilis,,(Oliv.) Engl.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lannea,,,,,,,old entry: Lannea humilis (Oliv.) Engl.,,
lanneamicrocarpa,Lannea microcarpa,,Engl. & K. Krause,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lannea,,,"BF,BJ,ML",,,,,,
lanneaschimperi,Lannea schimperi,,,,Plantae,,,,,Lannea,,,,,,,,[PROTA],
lanneavelutina,Lannea velutina,,,,Plantae,,,,,Lannea,,,,,,,,[PROTA],
lanneawelwitschii,Lannea welwitschii,,,,Plantae,,,,,Lannea,,,,,,,,[PROTA],
lantanaangolensis,Lantana angolensis,,Moldenke,Angolan lantana,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,"shrub; 1 m tall; opposite, serrated, rounded leaves; pink and purple flowers in terminal heads","rocky area, dry river course",,,,,,,
lantanacamara,Lantana camara,,L.,West Indian Lantana,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,,,"AU,CL,CR,DM,EC,ES,FR,HR,MX,NG,NI,PT,TZ,US,VN",,,,,,
lantanarugosa,Lantana rugosa,,Thunb.,Small lantana,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,,,"BW,NA",,,,,,
lapeirousiaavasmontana,Lapeirousia avasmontana,,Dinter,Lapeirousia sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Lapeirousia,herb; up to 30 cm tall; blue flowers grow single or in groups on finely branched stalks,rocky area,,,,,,,
laporteaaestuans,Laportea aestuans,,(L.) Chew,West Indian woodnettle,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Laportea,,,"BF,GN,ML,NG",,,,,,
laporteamooreana,Laportea mooreana,,,,Plantae,,,,,Laportea,,,,,,,,[PROTA],
laporteaovalifolia,Laportea ovalifolia,,,,Plantae,,,,,Laportea,,,,,,,,[PROTA],
lasimorphasenegalensis,Lasimorpha senegalensis,,,,Plantae,,,,,Lasimorpha,,,,,,,,[PROTA],
lasiocampidae,Lasiocampidae,,,lappet moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,,"BW,NA,ZA",,,,,,
lasiodiscusfasciculiflorus,Lasiodiscus fasciculiflorus,,,,Plantae,,,,,Lasiodiscus,,,,,,,,[PROTA],
lasiodiscusmannii,Lasiodiscus mannii,,,,Plantae,,,,,Lasiodiscus,,,,,,,,[PROTA],
lasiodiscusmildbraedii,Lasiodiscus mildbraedii,,,,Plantae,,,,,Lasiodiscus,,,,,,,,[PROTA],
latastialongicaudata,Latastia longicaudata,,"(Reuss, 1834)",Long-tailed Lizard,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Latastia,,,,,,,,,
latesniloticus,Lates niloticus,,,nile perch,Animalia,Chordata,Actinopterygii,Perciformes,Latidae,Lates,,,US,,,,,,
lathyrussativus,Lathyrus sativus,,,,Plantae,,,,,Lathyrus,,,,,,,,[PROTA],
launaeacornuta,Launaea cornuta,,,,Plantae,,,,,Launaea,,,,,,,,[PROTA],
launaeataraxacifolia,Launaea taraxacifolia,,,,Plantae,,,,,Launaea,,,,,,,,[PROTA],
laurusnobilis,Laurus nobilis,,L.,Bay Laurel,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,,,"ES,FR,GB,IE,IT,NZ",,,,,,
lawsoniainermis,Lawsonia inermis,,L.,henna,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lawsonia,,,"FR,ML,OM",,,,,,
lebeckialinearifolia,Lebeckia linearifolia,,E.Mey.,Blue pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lebeckia,"2m tall shrub, yellow flowers, blue-grey foliage, linear leaves divided in three, pods","dry river course, dune","BW,NA,ZA",,,,,,
lecomtedoxaklaineana,Lecomtedoxa klaineana,,,,Plantae,,,,,Lecomtedoxa,,,,,,,,[PROTA],
lecomtedoxanogo,Lecomtedoxa nogo,,,,Plantae,,,,,Lecomtedoxa,,,,,,,,[PROTA],
ledebouria,Ledebouria,,,Ledebouria sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,,,,"BW,ZA",,,,,,
ledebouriamarginata,Ledebouria marginata,,(Baker) Jessop,Ledebouria sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ledebouria,,,"BW,NA",,,,,,
ledebouriaundulata,Ledebouria undulata,,(Jacq.) Jessop,Ledebouria sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ledebouria,"bulbous geophyte; up to 15 cm tall; firm, undulate, lancs-shaped leaves, bulbs with dry outer scales; greenish purple flowers",dune,,,,,,,
lemniscomysrosalia,Lemniscomys rosalia,,"(Thomas, 1904)",Single-striped Grass Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,"herbivore; length: 27cm; colour ranges from pale grey to brown, down the mid-back is a characteristic dark stripe; the long tail is slim with little hair;",savanna,"BW,MZ,NA,ZA,ZW",,,,,,
lemuropisumedule,Lemuropisum edule,,,,Plantae,,,,,Lemuropisum,,,,,,,,[PROTA],
lensculinaris,Lens culinaris,,Medikus,lentils,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lens,,,,,,,origin Near Eastern,Blench2012[2],
leonotismicrophylla,Leonotis microphylla,Leonotis ocymifolia var. schinzii,(GÃ¼rke) Iwarsson,Leonotis sp.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonotis,,,"BW,NA",,,,Leonotis myricifolia? eol 5375095; correct: Leonotis microphylla Skan and Leonotis ocymifolia var. schinzii (GÃ¼rke) Iwarsson â€“ first namen is given in Tsammalex as L. microphylla (GÃ¼rke) Iwarsson,,
leonotisnepetifoliaafricana,Leonotis nepetifolia africana,,,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonotis,,,"BF,BR,ES,KE,MX,TZ,US",,,,,,
leonotisschinzii,Leonotis schinzii,,(GÃ¼rke) Iwarsson,Wild dagga,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonotis,"perennial herb; up to 2 m tall; serrated, hairy leaves; tight whorls of orange flowers around the stem","rocky area, river course",,,,,,,
lepidagathisanobrya,Lepidagathis anobrya,,Nees,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Lepidagathis,,,"BF,BJ",,,,,,
lepidiumafricanum,Lepidium africanum,,,,Plantae,,,,,Lepidium,,,,,,,,[PROTA],
lepidiumdidymum,Lepidium didymum,,,,Plantae,,,,,Lepidium,,,,,,,,[PROTA],
lepidiumenglerianum,Lepidium englerianum,,(Muschler) Al-Shehbaz,Lepidium sp.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,"herb; up to 30 cm tall; lobed, lance-shaped leaves; many white flowers sit on terminal racemes; the fruit consists of two spherical halfes","dry river course, sandy soil",,,,,,,
lepidiumsativum,Lepidium sativum,,,,Plantae,,,,,Lepidium,,,,,,,,[PROTA],
lepidoptera,Lepidoptera,,,Butterflies and moths,Animalia,Arthropoda,Insecta,,,,,,,,,,,,
lepidotrichiliavolkensii,Lepidotrichilia volkensii,,,,Plantae,,,,,Lepidotrichilia,,,,,,,,[PROTA],
lepironiaarticulata,Lepironia articulata,,,,Plantae,,,,,Lepironia,,,,,,,,[PROTA],
lepisanthessenegalensis,Lepisanthes senegalensis,,(Poir.) Leenhouts,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Lepisanthes,,,"GH,ML,PG",,,,,,
lepistemonowariense,Lepistemon owariense,,,,Plantae,,,,,Lepistemon,,,,,,,,[PROTA],
leptadeniaarborea,Leptadenia arborea,,,,Plantae,,,,,Leptadenia,,,,,,,,[PROTA],
leptadeniahastata,Leptadenia hastata,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Leptadenia,,,"BF,BJ,FR,GN,ML,NG,SN",,,,,,
leptadeniapyrotechnica,Leptadenia pyrotechnica,,(Forssk.) Decne.,khip,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Leptadenia,,,"BF,ML",,,,,,
leptadeniareticulata,Leptadenia reticulata,,,,Plantae,,,,,Leptadenia,,,,,,,,[PROTA],
leptailurusserval,Leptailurus serval,,"(Schreber, 1776)",serval,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,"carnivore; height 55-65cm; the Serval is a slender cat with long legs, a small head and large rounded ears; the colour ranges from dull white to golden-yellow with black stripes down the neck and black spots on the body; it can be distinguished from the Cheetah by the lack of tear marks and the larger ears;","savanna, forest, grassland","BW,MZ,NA,ZA,ZW",,,,,,
leptochloafusca,Leptochloa fusca,,(L.) P.Beauv. ex Roem. & Schult.,Brown Beetle-grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leptochloa,"perennial tufted grass, 1,5m tall, hairless and dull-green coloured, the conspicuous ligule is up to 5mm long,",,,,,,,,
leptolaenaabrahamii,Leptolaena abrahamii,,,,Plantae,,,,,Leptolaena,,,,,,,,[PROTA],
leptolaenacuspidata,Leptolaena cuspidata,,,,Plantae,,,,,Leptolaena,,,,,,,,[PROTA],
leptolaenadelphinensis,Leptolaena delphinensis,,,,Plantae,,,,,Leptolaena,,,,,,,,[PROTA],
leptolaenagautieri,Leptolaena gautieri,,,,Plantae,,,,,Leptolaena,,,,,,,,[PROTA],
leptolaenamultiflora,Leptolaena multiflora,,,,Plantae,,,,,Leptolaena,,,,,,,,[PROTA],
leptolaenapauciflora,Leptolaena pauciflora,,,,Plantae,,,,,Leptolaena,,,,,,,,[PROTA],
leptolaenaraymondii,Leptolaena raymondii,,,,Plantae,,,,,Leptolaena,,,,,,,,[PROTA],
leptonychotesweddellii,Leptonychotes weddellii,,"(Lesson, 1826)",Weddell seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Leptonychotes,"carnivore; length: 2,8-3m; relatively small head; dark brown to black above, white below, white streaks and splashed on the sides;",marine habitat,ZA,,,,,,
leptoptiloscrumeniferus,Leptoptilos crumeniferus,,"(Lesson, 1831)",Marabou Stork,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,"carnivore; body-length: 150 cm; white body, black wings; naked head and neck; large, pointy bill; whitish legs",,"BW,ZA",,,,,,
leptotyphlops,Leptotyphlops,,,Threadsnakes,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,,,,"BW,NA,ZA",,,,,,
lepuscapensis,Lepus capensis,,"Linnaeus, 1758",Cape hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,herbivore; this typical hare has well developed hind legs for running and leaping; the ears as well as the eyes are large; the colour of the coat varies from light brown to reddish to sandy grey; the females are larger than the males;,"grassland, desert","BW,ZA",,,,,,
lepuseuropaeus,Lepus europaeus,,"Pallas, 1778",European hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,,,"BW,ZA",,,,,,
lepussaxatilis,Lepus saxatilis,,"F. Cuvier, 1823",Scrub hare,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,herbivore; body-length: 45-65cm; the fur on the back is grizzled gray with black speckles; the belly is white; the short tail is dark on top and white underneath; the erect ears are prominent; the Scrub Hare is larger than the Cape Hare,"savanna, woodland","BW,MZ,NA,ZA,ZW",,,,,,
lessertiamacrostachya,Lessertia macrostachya,,DC.,Lessertia sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lessertia,"half-shrub; woody at the base; up to 80 cm tall; leaves pinnately compound, with terminal leaflet, leaflets elliptic and hairy; inflorescence is a raceme; fruit is a papery pod with purple spots",sandy soil,,,,,,,
lessertiaphysodes,Lessertia physodes,,Eckl. & Zeyh.,Lessertia sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lessertia,"shrub, 1m tall, leaves are pinnately compound, the leaflets are linear-oblong and hairy below, the flowers are shaped like typical pea-flowers, fruit is an infated hairless pod",dry river course,,,,,,,
letestuadurissima,Letestua durissima,,,,Plantae,,,,,Letestua,,,,,,,,[PROTA],
lethocerus,Lethocerus,,,giant water bug,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,,,,,,,,,,
lettowianthusstellatus,Lettowianthus stellatus,,,,Plantae,,,,,Lettowianthus,,,,,,,,[PROTA],
leucas,Leucas,,,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,,,,,,,,,,
leucasdeflexa,Leucas deflexa,,Hook.f.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucas,,,,,,,,,
leucasmartinicensis,Leucas martinicensis,,(Jacq.) R.Br.,whitewort,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucas,,,"BW,NA,ZA",,,,,,
leucaspechuelii,Leucas pechuelii,,(Kuntze) Baker,White foxtail,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucas,"deciduous shrub; up to 50 cm tall; longish, hairy leaves; woolly inflorescences with white flowers in whorls",rocky area,,,,,,,
leucosphaerabainesii,Leucosphaera bainesii,,(Hook. f.) Gilg,Leucosphaera,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Leucosphaera,"dwarf shrub, 50cm, silvery, hairy leaves, white flowers with hairy heads",dry river course,"BW,NA,ZA",,,,,,
librevilleaklainei,Librevillea klainei,,,,Plantae,,,,,Librevillea,,,,,,,,[PROTA],
limaciopsisloangensis,Limaciopsis loangensis,,,,Plantae,,,,,Limaciopsis,,,,,,,,[PROTA],
limeumaethiopicum,Limeum aethiopicum,,,Limeum sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Limeaceae,Limeum,"annual herb with smooth, slender, spreading stems up to 50 cm long; lance shaped leaves; small, white-green flowers in multi-flowered inflorescences; dark fruit with structured surface",sandy soil,,,,,,,
limeumfenestratum,Limeum fenestratum,,(Fenzl) Heimerl,Limeum sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Limeaceae,Limeum,"erect, annual herb; up to 40 cm tall; slender, multi-branched stems; narrow, lance-shaped leaves; small white flowers; fruit is a disc with a transparent, membranous wing",sandy soil,,,,,,,
limeumobovatum,Limeum obovatum,,,,Plantae,,,,,Limeum,,,,,,,,[PROTA],
limeumpterocarpumvar.pteroc,Limeum pterocarpum var. pterocarpum,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Molluginaceae,Limeum,,,BF,,,,,,
limeumsulcatum,Limeum sulcatum,,(Klotzsch) Hutch.,Limeum sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Limeaceae,Limeum,"annual,spreading or erect herb; alternate, linear-lanceolate leaves; dense clusters of small, white flowers; the fruit has a prickly surface","savanna, sandy soil",,,,,,,
linumusitatissimum,Linum usitatissimum,,,,Plantae,,,,,Linum,,,,,,,,[PROTA],
linziaglabra,Linzia glabra,Vernonia glabra (Steetz) Vatke,Steetz,,Plantae,,,,,Linzia,,,,,,,,[plantzafrica.com],
lippiajavanica,Lippia javanica,,(Burm.f.) Spreng.,Lemon bush,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,,,"BW,NA",,,,,,
lippiascaberrima,Lippia scaberrima,,Sond.,Beukessboss,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,,,"BW,NA",,,,,,
lissodelphisperonii,Lissodelphis peronii,,"(LacÃ©pÃ¨de, 1804)",southern right-whale dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lissodelphis,"carnivore; length: 2-3m; black above, white below; no dorsal fin; white beak;",marine habitat,"NA,ZA",,,,,,
lissotismelanogaster,Lissotis melanogaster,,"(RÃ¼ppell, 1835)",Black-bellied Korhaan,Animalia,Chordata,Aves,Gruiformes,Otididae,Lissotis,,,"BW,GH,KE,TZ,UG,ZA,ZM",,,,,,
livistonacarinensis,Livistona carinensis,,,,Plantae,,,,,Livistona,,,,,,,,[PROTA],
lobodoncarcinophagus,Lobodon carcinophagus,,"(Hombron and Jacquinot, 1842)",crabeater seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,"carnivore; length: 2,3-2,7m; sleek, long body with silvery fur, lighter underside;",marine habitat,ZA,,,,,,
locustamigratoriamigratorioi,Locusta migratoria migratorioides,,,African locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locusta,,,"BW,ZA",,,,,,
locustanapardalina,Locustana pardalina,,,Brown locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locustana,,,"BW,NA",,,,,,
lodoiceamaldivica,Lodoicea maldivica,,,,Plantae,,,,,Lodoicea,,,,,,,,[PROTA],
loesenerakalantha,Loesenera kalantha,,,,Plantae,,,,,Loesenera,,,,,,,,[PROTA],
loesenerawalkeri,Loesenera walkeri,,,,Plantae,,,,,Loesenera,,,,,,,,[PROTA],
loeseneriellaafricana,Loeseneriella africana,,(Willd.) R. Wilczek,,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Loeseneriella,,,"BF,CI,ML",,,,,,
loeseneriellaapocynoides,Loeseneriella apocynoides,,,,Plantae,,,,,Loeseneriella,,,,,,,,[PROTA],
loeseneriellaclematoides,Loeseneriella clematoides,,,,Plantae,,,,,Loeseneriella,,,,,,,,[PROTA],
loeseneriellarowlandii,Loeseneriella rowlandii,,,,Plantae,,,,,Loeseneriella,,,,,,,,[PROTA],
loeseneriellaurceolus,Loeseneriella urceolus,,,,Plantae,,,,,Loeseneriella,,,,,,,,[PROTA],
lonchocarpuslaxiflorus,Lonchocarpus laxiflorus,,Guill. & Perr.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,,,"BF,BJ,ML",,,,,,
lonchocarpusnelsii,Lonchocarpus nelsii,,(Schinz)Heering & Grimme,Kalahari appleleaf,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,,,"BW,NA,ZA",,,,,,
lonchuracantans,Lonchura cantans,,"(Gmelin, 1789)",warbling silverbill,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,,,"ML,OM,SA,US",,,,,,
lophaetusoccipitalis,Lophaetus occipitalis,,"(Daudin, 1800)",Long-crested Eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Lophaetus,carnivore; body-length: 52-58 cm; black plumage; white legs; wispy crest; black and white banded tail,"marshland, forest, woodland",,,,,,,
lophiocarpusburchelli,Lophiocarpus burchelli,,,Lophiocarpus sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Lophiocarpaceae,Lophiocarpus,"erect, annual herb; up to 40 cm tall; linear leaves; inflorescence is a terminal spike with small, green to yellow flowers in groups of three","dry river course, sandy soil",,,,,,,
lophiraalata,Lophira alata,,,,Plantae,,,,,Lophira,,,,,,,,[PROTA],
lophiralanceolata,Lophira lanceolata,,,,Plantae,,,,,Lophira,,,,,,,,[PROTA],
lophotisruficrista,Lophotis ruficrista,,"(A. Smith, 1836)",Redcrested Korhaan,Animalia,Chordata,Aves,Gruiformes,Otididae,Lophotis,,,,,,,synonym: Eupodotis ruficrista,,
lophotissavilei,Lophotis savilei,,"Lynes, 1920",Savile's Bustard,Animalia,Chordata,Aves,Gruiformes,Otididae,Lophotis,,,"BF,CM,GM,SN",,,,,,
lotononisdensa,Lotononis densa,,,Lotononis sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotononis,"shrub, up to 40cm tall, trifoliate leaves with long petioles, yellowish-green pea-like flowers, the pods are slightly wavy",sandy soil,,,,,,,
lotononisplatycarpa,lotononis platycarpa,,(Viv.)Pic.Serm.,Lotononis sp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotononis,"creeping, annual herb; mat-forming, up to 20 cm height; trifoliate leaves with small stipules; yellow flowers; fruit is a hairy pod","savanna, sandy soil",,,,,,,
loudetiasimplex,Loudetia simplex,,,,Plantae,,,,,Loudetia,,,,,,,,[PROTA],
loudetiatogoensis,Loudetia togoensis,,(Pilg.) C.E.Hubb.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Loudetia,,,"BF,BJ",,,,,,
lovoatrichilioides,Lovoa trichilioides,,,,Plantae,,,,,Lovoa,,,,,,,,[PROTA],
loxodontaafricana,Loxodonta africana,,"(Blumenbach, 1797)",African bush elephant,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,"herbivore; height: 3-3,75m; the African Bush elephant has large flat ears; its trunk ends with two opposing extensions; both sexes have large tusks; females are smaller and have smaller tusks;","savanna, marshland, forest, grassland, desert, swamps","BW,MZ,NA,ZA,ZW",,,,,,
ludiaantanosarum,Ludia antanosarum,,,,Plantae,,,,,Ludia,,,,,,,,[PROTA],
ludiadracaenoides,Ludia dracaenoides,,,,Plantae,,,,,Ludia,,,,,,,,[PROTA],
ludiamauritiana,Ludia mauritiana,,,,Plantae,,,,,Ludia,,,,,,,,[PROTA],
ludiascolopioides,Ludia scolopioides,,,,Plantae,,,,,Ludia,,,,,,,,[PROTA],
ludwigiaabyssinica,Ludwigia abyssinica,,,,Plantae,,,,,Ludwigia,,,,,,,,[PROTA],
ludwigiaerecta,Ludwigia erecta,,(L.) Hara,yerba de jicotea,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,,,"BF,BJ,CI",,,,,,
ludwigiahyssopifolia,Ludwigia hyssopifolia,,(G. Don) Exell,seedbox,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,,,"SR,VE",,,,,,
ludwigialeptocarpa,Ludwigia leptocarpa,,,,Plantae,,,,,Ludwigia,,,,,,,,[PROTA],
ludwigiapeploidesglabrescens,Ludwigia peploides glabrescens,,,floating primrose-willow,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,,,"AU,FR,NZ,US",,,,,,
luffaacutangula,Luffa acutangula,,,,Plantae,,,,,Luffa,,,,,,,,[PROTA],
luffaaegyptiaca,Luffa aegyptiaca,Luffa cylindrica,(L.) Roem.,sponge gourd,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Luffa,,,"BF,CD,CO,TZ",,,,,,
luffacylindrica,Luffa cylindrica,,,,Plantae,,,,,Luffa,,,,,,,,[PROTA],
lupinusalbus,Lupinus albus,,,,Plantae,,,,,Lupinus,,,,,,,,[PROTA],
lybiusdubius,Lybius dubius,,"(Gmelin, 1788)",Bearded Barbet,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Lybius,,,"BF,BJ,CM,GH,GM,GN,GW,NG,SN,TD,TG",,,,,,
lybiusvieilloti,Lybius vieilloti,,"(Leach, 1815)",Vieillot's Barbet,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Lybius,,,"CM,GH,GM,NG,SD,SN,TG",,,,,,
