id,scientific_name,synonyms,description,english_name,kingdom,phylum,class_,order,family,genus,characteristics,biotope,countries__ids,domesticated/cultivated,endemic,general_uses,notes,refs__ids,links
peliostomumleucorrhizum,Peliostomum leucorrhizum,,E. Mey. ex Benth.,Peliostomum sp.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Peliostomum,"herb or shrublet; up to 30 cm tall; small, narrow leaves; tubular, blue or purple flowers; fruit is a thin-walled capsule",,,,,,,,
pellaeacalomelanos,Pellaea calomelanos,,,Blue rock fern,Plantae,Pteridophyta,Leptosporangiopsida,Polypodiales,Sinopteridaceae,Pellaea,,,"BW,ZA",,,,,,
pellegriniodendrondiphyllum,Pellegriniodendron diphyllum,,,,Plantae,,,,,Pellegriniodendron,,,,,,,,[plantzafrica.com],
pelomedusasubrufa,Pelomedusa subrufa,,"(Bonnaterre, 1789)",African Helmeted Terrapin,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelomedusa,,,"BW,ZA",,,,,,
pelomysfallax,Pelomys fallax,,"(Peters, 1852)",Creek Groove-toothed Swamp Rat,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pelomys,"herbivore; length: 22-36 cm, tail-length: 12-18 cm; reddish-brown to yellow-brown coloured, usually a dark band down the back;","savanna, forest, grassland, rocky area","BW,MZ,NA,ZW",,,,,,
peltaphorumafricanum,Peltaphorum africanum,,Sond.,African Wattle,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Peltaphorum,,,"BW,NA",,,,,,
peltophorumafricanum,Peltophorum africanum,,,,Plantae,,,,,Peltophorum,,,,,,,,[plantzafrica.com],
pemphisacidula,Pemphis acidula,,,,Plantae,,,,,Pemphis,,,,,,,,[plantzafrica.com],
penianthuslongifolius,Penianthus longifolius,,,,Plantae,,,,,Penianthus,,,,,,,,[plantzafrica.com],
penianthuspatulinervis,Penianthus patulinervis,,,,Plantae,,,,,Penianthus,,,,,,,,[plantzafrica.com],
penianthuszenkeri,Penianthus zenkeri,,,,Plantae,,,,,Penianthus,,,,,,,,[plantzafrica.com],
pennisetumglaucum,Pennisetum glaucum,,(L.) R.Br.,pearl millet,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Pennisetum,,,"BW,NA",1,,ritual crop of eastern parts of coastal Ghana,important and ancient West African domesticate; first domestication on margins of Sahel more than 300 years ago,"Blench2012[2], Tostain1998[], D´Andrea2001[]",
pennisetumpedicellatum,Pennisetum pedicellatum,,Trin.,Kyasuwa grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Pennisetum,,,"BF,BJ,GN,ML,NG,SN",,,,,,
pennisetumpolystachion,Pennisetum polystachion,,(L.) Schult.,West Indies Pearl-millet,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Pennisetum,,,"BF,BJ,ES,NG",,,,,,
pentaclethraeetveldeana,Pentaclethra eetveldeana,,,,Plantae,,,,,Pentaclethra,,,,,,,,[plantzafrica.com],
pentaclethramacrophylla,Pentaclethra macrophylla,,,,Plantae,,,,,Pentaclethra,,,,,,,,[plantzafrica.com],
pentadesmabutyracea,Pentadesma butyracea,,,,Plantae,,,,,Pentadesma,,,,,,,,[plantzafrica.com],
pentadiplandrabrazzeana,Pentadiplandra brazzeana,,,,Plantae,,,,,Pentadiplandra,,,,,,,,[plantzafrica.com],
pentanemaindicum,Pentanema indicum,,,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentanema,,,"BF,BJ,NG",,,,,,
pentanisiaprunelloides,Pentanisia prunelloides,,,,Plantae,,,,,Pentanisia,,,,,,,,[plantzafrica.com],
pentanisiaschweinfurthii,Pentanisia schweinfurthii,,,,Plantae,,,,,Pentanisia,,,,,,,,[PROTA],
pentarrhinumabyssinicum,Pentarrhinum abyssinicum,,,,Plantae,,,,,Pentarrhinum,,,,,,,,[PROTA],
pentarrhinuminsipidum,Pentarrhinum insipidum,,E. Mey.,African heart-vine,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Pentarrhinum,,,"BW,ZA",,,,,,
pentarrhinumsomaliense,Pentarrhinum somaliense,,,,Plantae,,,,,Pentarrhinum,,,,,,,,[PROTA],
pentatomidae,Pentatomidae,,,stink bugs and terrestrial turtle bugs,Animalia,Arthropoda,Insecta,Hemiptera,,,,,"BW,NA,ZA",,,,,,
pentatropisnivalis,Pentatropis nivalis,,,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Pentatropis,,,,,,,,,
pentodonpentandrus,Pentodon pentandrus,,,,Plantae,,,,,Pentodon,,,,,,,,[PROTA],
pentopetiaandrosaemifolia,Pentopetia androsaemifolia,,,,Plantae,,,,,Pentopetia,,,,,,,,[PROTA],
pentopetiacotoneaster,Pentopetia cotoneaster,,,,Plantae,,,,,Pentopetia,,,,,,,,[PROTA],
pentopetiaelastica,Pentopetia elastica,,,,Plantae,,,,,Pentopetia,,,,,,,,[PROTA],
pentziacalcarea,Pentzia calcarea,,,Pentzia sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentzia,"dwarf shrub, 30cm tall, grey-green hairy leaves in clusters, the leaves are lanceolate and the tip is split in three, yellow flowers in daisy-heads, the seeda are yellowish and cigar-shaped",,,,,,,,
pentziaincana,Pentzia incana,,,African sheepbush,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentzia,"0,3 m tall, grey-green shrub, yellow flowers, seeds dispersed by wind, vegetative reproduction through anchors, leaves are sticky and have fragrant oils",,"BW,NA,ZA",,,,,,
peperomiaabyssinica,Peperomia abyssinica,,,,Plantae,,,,,Peperomia,,,,,,,,[PROTA],
peperomiamolleri,Peperomia molleri,,,,Plantae,,,,,Peperomia,,,,,,,,[PROTA],
peperomiapellucida,Peperomia pellucida,,,,Plantae,,,,,Peperomia,,,,,,,,[PROTA],
peperomiatetraphylla,Peperomia tetraphylla,,,,Plantae,,,,,Peperomia,,,,,,,,[PROTA],
peponocephalaelectra,Peponocephala electra,,"(Gray, 1846)",Melon-headed whale,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Peponocephala,"Carnivore; length: 2,7 m; dark grey with white lips; slender body; dorsal fin; prominent forehead;",marine habitat,ZA,,,,,,
perdicinae,Perdicinae,,,francolins,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,,,,,,,,
pergulariadaemia,Pergularia daemia,,,Trellis-vine,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Pergularia,"perennial climber; hairy, hand-shaped leaves; small, cream-coloured flowers with fused petals; the fruit is  bright red and contains many seeds","savanna, dry river course, sandy soil","BW,NA,ZA",,,,,,
pergulariatomentosa,Pergularia tomentosa,,L.,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Pergularia,,,"BF,ML,NG",,,,,,
perichasmalaetificata,Perichasma laetificata,,,,Plantae,,,,,Perichasma,,,,,,,,[PROTA],
pericopsisangolensis,Pericopsis angolensis,,,,Plantae,,,,,Pericopsis,,,,,,,,[PROTA],
pericopsiselata,Pericopsis elata,,,,Plantae,,,,,Pericopsis,,,,,,,,[PROTA],
periplocaaphylla,Periploca aphylla,,,,Plantae,,,,,Periploca,,,,,,,,[PROTA],
periplocalaevigata,Periploca laevigata,,,,Plantae,,,,,Periploca,,,,,,,,[PROTA],
periplocalinearifolia,Periploca linearifolia,,,,Plantae,,,,,Periploca,,,,,,,,[PROTA],
peristrophepaniculata,Peristrophe paniculata,,(Forssk.) I.Darbysh.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Peristrophe,,,,,,,,,
pernisapivorus,Pernis apivorus,,"(Linnaeus, 1758)",European Honey-buzzard,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,carnivore; body-length: 56 cm; plumage variable in colour; two black tripes on the tail,woodland,,,,,,,
perrieramadagascariensis,Perriera madagascariensis,,,,Plantae,,,,,Perriera,,,,,,,,[PROTA],
persicariaattenuata,Persicaria attenuata,,,,Plantae,,,,,Persicaria,,,,,,,,[PROTA],
persicariadecipiens,Persicaria decipiens,,(R. Br.) K. L. Wilson,Snake-root,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,,,"AU,FR,NZ",,,,,,
persicariasenegalensis,Persicaria senegalensis,,,,Plantae,,,,,Persicaria,,,,,,,,[PROTA],
persicariasenegalensisforma,Persicaria senegalensis forma albotomentosa,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,,,"BF,BW",,,,,,
pervillaeavenenata,Pervillaea venenata,,,,Plantae,,,,,Pervillaea,,,,,,,,[PROTA],
petalactecoronate,Petalacte coronate,,,,Plantae,,,,,Petalacte,,,,,,,,[plantzafrica.com],
petalidiumbracteatum,Petalidium bracteatum,,,,Plantae,,,,,Petalidium,,,,,,,,[plantzafrica.com],
petalidiumcoccineum,Petalidium coccineum,,,,Plantae,,,,,Petalidium,,,,,,,,[plantzafrica.com],
petchiacryptophlebia,Petchia cryptophlebia,,,,Plantae,,,,,Petchia,,,,,,,,[PROTA],
petchiaerythrocarpa,Petchia erythrocarpa,,,,Plantae,,,,,Petchia,,,,,,,,[PROTA],
petchiamadagascariensis,Petchia madagascariensis,,,,Plantae,,,,,Petchia,,,,,,,,[PROTA],
petersianthusmacrocarpus,Petersianthus macrocarpus,,,,Plantae,,,,,Petersianthus,,,,,,,,[PROTA],
petiveriaalliacea,Petiveria alliacea,,,,Plantae,,,,,Petiveria,,,,,,,,[PROTA],
petrocephalus,Petrocephalus,,,,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,,,,,,,,,,
petrodromustetradactylus,Petrodromus tetradactylus,,"Peters, 1846",Four-toed Elephant Shrew,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,"carnivore; length: 35 cm, including the long (16 cm) tail; the fur is reddish-brown on the back and grey-brown on the flanks; the underparts are white; around the eye is a white ring;","scrub forest, forest, woodland, rocky area","MZ,ZA,ZW",,,,Four-toed sengi,,
petromustypicus,Petromus typicus,,"A. Smith, 1831",Rock Rat,Animalia,Chordata,Mammalia,Rodentia,Petromuridae,Petromus,"herbivore; body-length: 27-38 cm including the tail; the Dassie rat is neither a Dassie nor a rat, it is a rodent of squirrel-like appearance but with a less bushy tail; the fur is dark brown to grey with lighter underparts;","rocky area, desert, mountains","NA,ZA",,,,,,
petromyscusbarbouri,Petromyscus barbouri,,"Shortridge and Carter, 1938",Barbour's Rock Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Petromyscus,"omnivore; length: 16 cm: tail-length: 8 cm; dull grey upperparts with brownish grizzling, off-white underside, heavily scaled tail, large ears,","shrubland, rocky area, mountains",ZA,,,,,,
petromyscuscollinus,Petromyscus collinus,,"(Thomas and Hinton, 1925)",Pygmy Rock Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Petromyscus,"omnivore; length: 19 cm: tail-length: 10 cm; grey-yellow to brown-yellow upperparts, greyish- white underside, heavily scaled tail, large ears,","shrubland, rocky area, desert, mountains","NA,ZA",,,,,,
petromyscusmonticularis,Petromyscus monticularis,,"(Thomas and Hinton, 1925)",Brukkaros Pygmy Rock Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Petromyscus,"omnivore; length: 15 cm: tail-length: 7 cm; brownish-yellow above, grey below, heavily scaled tail, large ears,","shrubland, rocky area, desert, mountains","NA,ZA",,,,,,
petromyscusshortridgei,Petromyscus shortridgei,,"Thomas, 1926",Shortridge's Rock Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Petromyscus,"omnivore; length: 18 cm: tail-length: 9 cm; grizzled dark grey above, grey below,  heavily scaled tail, large ears,","shrubland, rocky area, desert, mountains",,,,,,,
petroniasuperciliaris,Petronia superciliaris,,"Blyth, 1845",Yellow-throated Petronia,Animalia,Chordata,Aves,Passeriformes,Passeridae,Petronia,,,"BW,ZA",,,,,,
peucedanumpolyactinum,Peucedanum polyactinum,,,,Plantae,,,,,Peucedanum,,,,,,,,[plantzafrica.com],
phacelurusgabonensis,Phacelurus gabonensis,,,,Plantae,,,,,Phacelurus,,,,,,,,[PROTA],
phacochoerusaethiopicus,Phacochoerus aethiopicus,,"(Pallas, 1766)",Desert Warthog,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,,,"BW,MZ,NA,ZA,ZW",,,,,,
phacochoerusafricanus,Phacochoerus africanus,,"(Gmelin, 1788)",Warthog,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,omnivore; the body is grey and sparsely covered with long bristles; there is a mane of dark hair with lighter tips; the adults have large tusks which curve over the broad snout; the males have larger tusks than the females and have three pairs of warts on the sides of the face; they run with their tail up;,"savanna, grassland, desert","BW,MZ,NA,ZA,ZW",,,,,,
phaenocomaprolifera,Phaenocoma prolifera,,,,Plantae,,,,,Phaenocoma,,,,,,,,[plantzafrica.com],
phaeoptilumspinosum,Phaeoptilum spinosum,,Radlk.,Phaeoptilum sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Phaeoptilum,"woody shrub, 1-1.8 m tall; spines; linear leaves; small white to yellow flowers; the fruit is a 4-winged capsule, reddish-brown when ripe;","woodland, river course",,,,,,,
phaethonlepturus,Phaethon lepturus,,"Daudin, 1802",white-tailed tropicbird,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,"carnivore; body-length: 44 cm; white plumage with two black patches on each wing; two long, white tail feathers",marine habitat,,,,,,,
phaethonrubicauda,Phaethon rubicauda,,,Red-tailed tropicbird,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,carnivore; body-length: 50 cm; white plumage; red bill and long red tail feathers,marine habitat,,,,,,,
phalacrocoraxcapensis,Phalacrocorax capensis,,"(Sparrman, 1788)",Cape Cormorant,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,"carnivore; body-length: 65 cm; glossy, black plumage; orange patch at the base of the bill",marine habitat,,,,,,,
phalacrocoraxcarbo,Phalacrocorax carbo,,"(Linnaeus, 1758)",common cormorant,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carnivore; body-length: 90 cm; glossy black plumage with a white breast and throat; yellow patch at the base of the bill;,marine habitat,,,,,,,
phalacrocoraxneglectus,Phalacrocorax neglectus,,"(Wahlberg, 1855)",Bank Cormorant,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carnivore; body-length: 76 cm; black plumage; thick neck; erectile crest on the forehead,marine habitat,,,,,,,
phaseolus,Phaseolus,,,bean,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,,,,,,,,,,
phaseolusacutifolius,Phaseolus acutifolius,,,,Plantae,,,,,Phaseolus,,,,,,,,[plantzafrica.com],
phaseoluscoccineus,Phaseolus coccineus,,,,Plantae,,,,,Phaseolus,,,,,,,,[plantzafrica.com],
phaseoluslunatus,Phaseolus lunatus,,,,Plantae,,,,,Phaseolus,,,,,,,,[plantzafrica.com],
phaseolusvulgaris,Phaseolus vulgaris,,,,Plantae,,,,,Phaseolus,,,,,,,,[plantzafrica.com],
phaseolusvulgaris-commonbe,Phaseolus vulgaris - common bean,,,,Plantae,,,,,Phaseolus,,,,,,,,[plantzafrica.com],
phaseolusvulgaris-frenchbe,Phaseolus vulgaris - French bean,,,,Plantae,,,,,Phaseolus,,,,,,,,[plantzafrica.com],
philantombamonticola,Philantomba monticola,,"(Thunberg, 1789)",Blue Duiker,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,"herbivore: height: 35 cm; the coat is dark grey-brown on the back while the belly, chest and throat are light brown; underneath each eye is a horizontal black stripe; both sexes have short horns that lie back in line with the face; males are slightly smaller than females:","forest, rainforest","MZ,ZA,ZW",,,,alternative name: Cephalophus monticola,,
philenopteracyanescens,Philenoptera cyanescens,,,,Plantae,,,,,Philenoptera,,,,,,,,[plantzafrica.com],
philenopteralaxiflora,Philenoptera laxiflora,,,,Plantae,,,,,Philenoptera,,,,,,,,[plantzafrica.com],
philenopteraviolacea,Philenoptera violacea,,,,Plantae,,,,,Philenoptera,,,,,,,,[plantzafrica.com],
philetairussocius,Philetairus socius,,"(Latham, 1790)",Sociable Weaver,Animalia,Chordata,Aves,Passeriformes,Passeridae,Philetairus,,,"BW,NA,ZA",,,,,,
philothamnusirregularis,Philothamnus irregularis,,"Leach, 1819",Western Green Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,,,GN,,,,,,
philothamnussemivariegatus,Philothamnus semivariegatus,,"(Smith, 1840)",Variegated Green Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,,,"ZA,ZM",,,,,,
phoebetriafusca,Phoebetria fusca,,"(Hilsenberg, 1822)",Sooty Albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,carnivore; body-length: 86 cm; all-dark; narrow wings; dark bill with a creamy stripe; white eye-patch,marine habitat,,,,,,,
phoebetriapalpebrata,Phoebetria palpebrata,,"(J. R. Forster, 1785)",Light-mantled Sooty Albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,"carnivore; body-length: 86 cm; wingspan: 1,8 - 2,2 m; light grey mantle; darker head, wings and tail; dark bill with pale blue stripe;",marine habitat,,,,,,,
phoenicopterusminor,Phoenicopterus minor,,"(E. Geoffroy Saint-Hilaire, 1798)",Lesser Flamingo,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,carnivore; body-length: 100 cm; dark red bill with black tip; plumage colour variable but usuall  pinkish with crimson and black on the wings; pink legs,freshwater,,,,,,,
phoenicopterusruber,Phoenicopterus ruber,,"Linnaeus, 1758",Greater Flamingo,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,carnivore; body-length: 127 cm; white plumage with pink areas; long legs and neck; black tipped pink bill,freshwater,,,,,,,
phoeniculuscyanomelas,Phoeniculus cyanomelas,,,Common Scimitar-bill,Animalia,Chordata,Aves,Upupiformes,Phoeniculidae,Phoeniculus,,,"BW,MZ,NA,ZA,ZW",,,,,,
phoeniculuspurpureus,Phoeniculus purpureus,,"(J. F. Miller, 1784)",Green Wood Hoopoe,Animalia,Chordata,Aves,Upupiformes,Phoeniculidae,Phoeniculus,,,"BW,GH,GM,GW,KE,NA,SN,TZ,UG,ZA,ZM",,,,,,
phoenixdactylifera,Phoenix dactylifera,,L.,date palm,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,,,"ES,FR,IT,MA,NA,OM,PT,SE,SY,TN,US",,,,,,
phoenixreclinata,Phoenix reclinata,,,,Plantae,,,,,Phoenix,,,,,,,,[plantzafrica.com],
phragmitesaustralis,Phragmites australis,,(Cav.) Trin. ex Steud.,common reed,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phragmites,,,"AT,CH,DE,ES,FR,IE,SE,US",,,,,,
phragmiteskarka,Phragmites karka,,(Retz.) Trin. ex Steud.,tall reed,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phragmites,,,,,,,,,
phragmitesmauritianus,Phragmites mauritianus,,,,Plantae,,,,,Phragmites,,,,,,,,[PROTA],
phygeliusaequalis,Phygelius aequalis,,,,Plantae,,,,,Phygelius,,,,,,,,[plantzafrica.com],
phylicabuxifolia,Phylica buxifolia,,,,Plantae,,,,,Phylica,,,,,,,,[plantzafrica.com],
phylicaericoides,Phylica ericoides,,,,Plantae,,,,,Phylica,,,,,,,,[plantzafrica.com],
phylicapubescens,Phylica pubescens,,,,Plantae,,,,,Phylica,,,,,,,,[plantzafrica.com],
phyllanthusamarus,Phyllanthus amarus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusangavensis,Phyllanthus angavensis,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusangolensis,Phyllanthus angolensis,,MÃ¼ll.Arg.,Phyllanthus sp.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,"annual herb; up to 30 cm tall; stem and leaves are smooth; elliptic leaves; small, cream-coloured flowers with 5 petals","dry river course, sandy soil",,,,,,,
phyllanthusbetsileanus,Phyllanthus betsileanus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusbojerianus,Phyllanthus bojerianus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthuscasticum,Phyllanthus casticum,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusdecipiens,Phyllanthus decipiens,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusdiandrus,Phyllanthus diandrus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusemblica,Phyllanthus emblica,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusengleri,Phyllanthus engleri,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusfischeri,Phyllanthus fischeri,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusfraternus,Phyllanthus fraternus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusfuscoluridus,Phyllanthus fuscoluridus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthushutchinsonianus,Phyllanthus hutchinsonianus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusisalensis,Phyllanthus isalensis,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthuskaessneri,Phyllanthus kaessneri,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthuslanceolatus,Phyllanthus lanceolatus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusleucanthus,Phyllanthus leucanthus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusleucocalyx,Phyllanthus leucocalyx,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusmadagascariensis,Phyllanthus madagascariensis,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusmaderaspatensis,Phyllanthus maderaspatensis,,L.,Phyllanthus sp.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,"perennial herb; up to 30 cm tall; lanceolate leaves; small, singular, yellow to green flowers; fruit is a small capsule on a slender stalk",sandy soil,"BW,NA",,,,,,
phyllanthusmantsakariva,Phyllanthus mantsakariva,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusmelleri,Phyllanthus melleri,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusmocquerysianus,Phyllanthus mocquerysianus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusmuellerianus,Phyllanthus muellerianus,,(Kuntze) Exell,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,,,"BJ,CI,GN",,,,,,
phyllanthusniruroides,Phyllanthus niruroides,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusnummulariifolius,Phyllanthus nummulariifolius,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusodontadenius,Phyllanthus odontadenius,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusovalifolius,Phyllanthus ovalifolius,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthuspentandrus,Phyllanthus pentandrus,,Schumach. & Thonn.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,,,"BF,ML,NG,SN",,,,,,
phyllanthuspervilleanus,Phyllanthus pervilleanus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusphillyreifolius,Phyllanthus phillyreifolius,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthuspolyanthus,Phyllanthus polyanthus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusprofusus,Phyllanthus profusus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthusreticulatus,Phyllanthus reticulatus,,,,Plantae,,,,,Phyllanthus,,,,,,,,[plantzafrica.com],
phyllanthusreticulatusreticu,Phyllanthus reticulatus reticulatus,,,Potato bush,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,,,ML,,,,,,
phyllanthusrotundifolius,Phyllanthus rotundifolius,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
phyllanthussacleuxii,Phyllanthus sacleuxii,,,,Plantae,,,,,Phyllanthus,,,,,,,,[PROTA],
