id,scientific_name,species_description,english_name,kingdom,order,family,genus,characteristics,biotope,ecoregions__ids,countries__ids,general_uses,notes,refs__ids,wikipedia_url,eol_id,links
pycnonotusbarbatus,Pycnonotus barbatus,,Dark-capped bulbul,Animalia,Passeriformes,Pycnonotidae,Pycnonotus,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Pycnonotus_barbatus,919943,
pycnonotusbrunneus,Pycnonotus brunneus,,Red-eyed bulbul,Animalia,Passeriformes,Pycnonotidae,Pycnonotus,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Pycnonotus_brunneus,919949,
pycnonotusnigricans,Pycnonotus nigricans,,African red-eyed bulbul,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/African_red-eyed_bulbul,919966,
pycreusmacrostachyos,Pycreus macrostachyos,,white-edge flatsedge,Plantae,Poales,Cyperaceae,Pycreus,,,AT0713;AT0722,ML;BF;NG,,,,,248102,
pyrgomorphavignaudi,Pyrgomorpha vignaudi,,,Animalia,Orthoptera,Pyrgomorphidae,Pyrgomorpha,,,,,,,,,887913,
python,Python,,Pythons,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Python_(genus),35510,
pythonregius,Python regius,,"Ball Python, Royal Python",Animalia,Squamata,Boidae,Python,,,AT0722;AT1403;NA0804,TG;US;GN,,,,,1055460,
pythonsebae,Python sebae,,African rock python,Animalia,Squamata,Boidae,Python,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Python_sebae,1055462,
pytiliamelba,Pytilia melba,,Green-winged pytilia,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Green-winged_pytilia,1050491,
pyxicephalusadspersus,Pyxicephalus adspersus,,South African burrowing frog,Animalia,Anura,Pyxicephalidae,Pyxicephalus,,,,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Pyxicephalus_adspersus,330829,
queleaquelea,Quelea quelea,,Red-billed quelea,Animalia,Passeriformes,Ploceidae,Quelea,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Quelea_quelea,918147,
radyeraurens,Radyera urens,,Wild pumpkin,Plantae,Malvales,Malvaceae,Radyera,"pumpkin-like herb, lobed, hairy, grey-green leaves with finely pleated edges, runners up to 1,2 m long, hairs cause slight burning sensation on contact, bad smell when dry, small red pumpkin-like flowers, cucumber-like fruit",,AT1309,"BW,NA,ZA",,,vanderwalt1999[103],http://en.wikipedia.org/wiki/Radyera,5417764,
raphiceruscampestris,Raphicerus campestris,,Steenbok,Animalia,Artiodactyla,Bovidae,Raphicerus,"herbivore; height: 55cm; light brown to brick brown coat, the belly and the insides of the legs are white; the males are smaller than the females and have short (9 cm), straight and very sharp horns; the steenbok differs from the Oribi by the brown tail,","savanna, grassland, woodland, semi-arid desert","AT1309,AT0119,AT0128,AT0203,AT0709,AT0717,AT0719,AT0726,AT1004,AT1009,AT1316,AT0702,AT1006,AT1314,AT1316,AT1322","BW,MZ,NA,ZA,ZW",,,cillie1997[54],http://en.wikipedia.org/wiki/Raphicerus_campestris,1038779,
raphicerusmelanotis,Raphicerus melanotis,,Cape grysbok,Animalia,Artiodactyla,Bovidae,Raphicerus,"herbivore; height: 50cm; the coat is dark, reddish brown with white speckles; the belly and insides of the legs are light brown; the ears are long and pointed; the males have short (8 cm) straight horns; it can be distinguished from the steenbok by the white speckles and the habitat;","savanna, shrubland, grassland","AT1201,AT1202,AT1203",ZA,,,cillie1997[56],http://en.wikipedia.org/wiki/raphicerus_melanotis,1038780,
raphicerussharpei,Raphicerus sharpei,,Sharpe`s grysbock,Animalia,Artiodactyla,Bovidae,Raphicerus,herbivore; height: 45-60cm; the coat is light brown; the belly and insides of the legs are white; the ears are large and have rounded tips; the male has very short (6 cm) erect horns and is slightly smaller than the female; it is lighter in colour than the grey grysbok,"savanna, forest, grassland","AT0725,AT0719,","ZW,MZ",,,cillie1997[58],http://en.wikipedia.org/wiki/raphicerus_sharpei,1038781,
raphionacmeburkei,Raphionacme burkei,,Raphionacme sp.,Plantae,Gentianales,Apocynaceae,Raphionacme,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Raphionacme_burkei,5339728,
rattus,Rattus,,Rats,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Rat,42343,
rattusnorvegicus,Rattus norvegicus,,Brown rat,Animalia,Rodentia,Muridae,Rattus,"omnivore; length: 40cm, tail-length: 19cm; greyish-brown back, underside white to grey, naked ears, associated with human dwellings",,"AT0116,AT1202,AT1203,AT1315","NA,ZA",,,stuartstuart2007[126],http://en.wikipedia.org/wiki/Rattus_norvegicus,328448,
rattusrattus,rattus rattus,,Black rat,Animalia,Rodentia,Muridae,Rattus,"omnivore; length: 37cm, tail-length: 20cm; grey-brown to black back, underside white to grey, naked ears, associated with human dwellings",human settlements,"AT0717,AT0719,AT0725,AT1003,AT1004,AT1006,AT1009,AT1012,AT1201,AT1202,AT1203,AT1309,AT1314,AT1315,AT1316","MZ,NA,ZA,ZW",,,stuartstuart2007[126],http://en.wikipedia.org/wiki/Rattus_rattus,328447,
reduncaarundinum,Redunca arundinum,,Southern reedbuck,Animalia,Artiodactyla,Bovidae,Redunca,"herbivore, height: 85cm, the coat is yellowish brown on the back and white on the belly, the forelegs are dark brown in front, the tail is bushy and white underneath, males are larger and have horns, the southern reedbuck can be distinguished from the Impala by the lack of the three black stripes on the hindquarters and the less red colour, and from the mountain reedbuck by its bigger size and the habitat","savanna, marshland, grassland","AT0709,AT0726,AT0719,AT0725,AT0717,AT0116,AT1004","BW,MZ,NA.ZA,ZW",,,cillie1997[44],http://en.wikipedia.org/wiki/Redunca_arundinum,331082,
reduncafulvorufula,Redunca fulvorufula,,Mountain reedbuck,Animalia,Artiodactyla,Bovidae,Redunca,"herbivore, height: 75cm, the coat is made of long, grey hair, the belly is white, the tail is bushy and white underneath, below the ears are characteristic black spots, the ears are rounded with a white fringe, the males are larger than the females and have short (14 cm) horns, the mountain reedbuck differs from the grey rhebok by its shorter, thicker neck and the rounded ears","savanna, scrubforest, grassland, mountains","AT1004,AT0717,AT0725","ZA,BW",,,cillie1997[46],http://en.wikipedia.org/wiki/redunca_fulvorufula,331083,
reduncaredunca,Redunca redunca,,Bohor Reedbuck,Animalia,Artiodactyla,Bovidae,Redunca,,,AT0108;AT0705;AT0711;AT0712;AT0715;AT0716,ET;TZ;CM;KE,,,,,331084,
reduviidae,Reduviidae,,"Assassin bug, Thread-legged bug",Animalia,Hemiptera,Reduviidae,,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Reduviidae_sp,632,
requieniaobcordata,Requienia obcordata,,,Plantae,Fabales,Fabaceae,Requienia,,,,,,,,,687119,
rhabdomyspumilio,Rhabdomys pumilio,,Four-striped grass mouse,Animalia,Rodentia,Muridae,Rhabdomys,herbivore; length: 19cm; the fur is brown on the back and white on the belly; an the back are four characteristic dark stripes;,montane savanna,"AT0709,AT0702,AT1316,AT1315,AT1319,AT1314,AT1201,AT1202,AT1203,AT1322,AT1009,AT1004,AT1012,AT0719,AT0717","BW,NA,MZ,ZA,ZW",,,cillie1997[213],http://en.wikipedia.org/wiki/Rhabdomys_pumilio,1179410,
rhabdotissobrina,Rhabdotis sobrina,,,Animalia,Coleoptera,Cetoniidae,Rhabdotis,,,AT0109,TZ,,,,,1026919,
rhigozumbrevispinosum,Rhigozum brevispinosum,,Simple-leaved rhigozum,Plantae,Lamiales,Bignoniaceae,Rhigozum,"shrub, 1-2,5m tall, the branches are covered with spines, simple, oblanceolate leaves are borne in tufts of 9-13, the large flowers are golden-yellow and sweelty scented, the fruit is a 7cm long pale brown capsule","savanna, woodland, sandy soil,",,"BW,NA,ZA",,,vanrooyen2001[54],http://en.wikipedia.org/wiki/Rhigozum_brevispinosum,5641333,
rhigozumtrichotomum,Rhigozum trichotomum,,Three thorn,Plantae,Lamiales,Bignoniaceae,Rhigozum,"Shrub, 1-2m tall, egg-shaped leaves, solitary, white to salmon coloured flowers with a diameter up to 4cm, the fruit is a grey spindle-shaped capsule up to 10cm long","dry river course, sandy soil, dune",AT1309,"BW,NA,ZA",,,"vanderwalt1999[72],vanrooyen2001[56]",http://en.wikipedia.org/wiki/Rhigozum_trichotomum,5641339,
rhinolophusblasii,Rhinolophus blasii,,Blasius's horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,insectivore; length: 8-9cm; light brown fur; characteristic nose-leaf with horseshoe-shaped base; large ears,"savanna, scrubforest, grassland, woodland, desert","AT0725,AT1004,AT0717,AT0719,AT1006","MZ,ZA,ZW",,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_blasii,328755,
rhinolophuscapensis,Rhinolophus capensis,,Cape horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,insectivore; length: 8-9cm; brown fur; characteristic nose-leaf with horseshoe-shaped base; large ears,fynbos,"AT1322,AT1201,AT1202,AT1203,AT1314,AT1012,AT1009,",ZA,,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_capensis,328758,
rhinolophusclivosus,Rhinolophus clivosus,,Geoffroy's horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,"insectivore; body-length: 7-8cm, wing-span: 35cm; the coat is light brown on the back and yellowish-grey on the underside; the nose leaf is complex and horseshoe-shaped the ears are long and sharply pointed;","savanna, shrubland, grassland, woodland, semi-arid desert","AT0702,AT1309,AT1316,AT1009,AT0709,AT0717,AT0726,AT0725","NA,ZA,ZW",,,cillie1997[210],http://en.wikipedia.org/wiki/Rhinolophus_clivosus,328760,
rhinolophusdarlingi,Rhinolophus darlingi,,Darling's horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,insectivore; length: 8-9cm; pale fur; characteristic nose-leaf with horseshoe-shaped base; large ears,"savanna, woodland, rocky area","AT1316,AT1314,AT1322,AT1309,AT1009,AT1006,AT1004,AT1012,AT1003,AT0725,AT0717,AT0726","BW,MZ,NA,ZA,ZW",,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_darlingi,328765,
rhinolophusdenti,Rhinolophus denti,,Dent's horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,insectivore; length: 7cm;pale brown or cream coloured fur; characteristic nose-leaf with horseshoe-shaped base; large ears,savanna,"AT0709,AT1316,AT1309,AT0702,AT1314,AT0726","BW,NA,ZA",,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_denti,328767,
rhinolophusfumigatus,Rhinolophus fumigatus,,Rüppel's horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,insectivore; length: 9cm; grey fur; characteristic nose-leaf with horseshoe-shaped base; large ears,"savanna, forest","AT1316,AT0702,AT1314,AT1309,AT0725,AT0719","MZ,NA,ZW",,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_fumigatus,328772,
rhinolophushildebrandtii,Rhinolophus hildebrandtii,,Hildebrandt's horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,"insectivore; length: 11cm, wing-span: 39cm; characteristic facial structure with main nose-leaf base in shape of a horseshoe; large ears with pronounced skin fold at the base","savanna, woodland","AT0717,AT0725,AT0128,AT0719,AT1004,AT1006","MZ,ZA,ZW",,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_hildebrandtii,328774,
rhinolophuslanderi,Rhinolophus landeri,,Lander's horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,insectivore; length: 8cm; whitish fur; characteristic nose-leaf with horseshoe-shaped base; large ears,"savanna, forest, woodland","AT0717,AT0725,AT0726,AT0719,AT1004,AT1009","MZ,ZA,ZW",,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_landeri,328779,
rhinolophussimulator,Rhinolophus simulator,,Bushveld horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,insectivore; length: 7cm; withish or grey fur; characteristic nose-leaf with horseshoe-shaped base; large ears,"savanna, woodland","AT0709,AT0717,AT0725,AT1006","MZ,ZA,ZW",,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_simulator,327224,
rhinolophusswinnyi,Rhinolophus swinnyi,,Swinny's horseshoe bat,Animalia,Chiroptera,Rhinolophidae,Rhinolophus,insectivore; length: 7cm; withish or grey fur; characteristic nose-leaf with horseshoe-shaped base; large ears,"savanna, montane forest","AT1004,AT0116,AT0725,AT0717,AT0726,AT1012,AT0719","MZ,ZA,ZW",,,stuartstuart2007[58],http://en.wikipedia.org/wiki/Rhinolophus_swinnyi,327228,
rhinopomamicrophyllum,Rhinopoma microphyllum,,Larger Rat-tailed Bat,Animalia,Chiroptera,Rhinopomatidae,Rhinopoma,,,,,,,,,327543,
rhinopomastusaterrimus,Rhinopomastus aterrimus,,Black scimitarbill,Animalia,Upupiformes,Phoeniculidae,Rhinopomastus,,,AT0130;AT0704;AT0705;AT0707;AT0712;AT0713;AT0715;AT0721;AT0722;AT0723;AT0725;AT1002;AT1007;AT1010;AT1309;AT1403,GW;ZM;GA;CM;SN;NA;MR;BJ;NG;TD;AO;GN;TG;ET;GM;UG;GH,,,,,1178473,
rhinoptiluschalcopterus,Rhinoptilus chalcopterus,,Bronze-winged courser,Animalia,Charadriiformes,Glareolidae,Rhinoptilus,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Rhinoptilus_chalcopterus,1049260,
rhipicephalusturanicus,Rhipicephalus turanicus,,,Animalia,Ixodida,Ixodidae,Rhipicephalus,,,,,,,,,410937,
rhoicissustridentata,Rhoicissus tridentata,,Bushman's grape,Plantae,Vitales,Vitaceae,Rhoicissus,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Rhoicissus_tridentata,5539240,
rhuspyroides,Rhus pyroides,,Common currant-rhus,Plantae,Sapindales,Anacardiaceae,Searsia,,,AT0709,"BW,NA,ZA",,"Check: ""Searsia pyroides"" in eol",,http://en.wikipedia.org/wiki/Rhus_pyroides,5613772,
rhustenuinervis,Rhus tenuinervis,,Commiphora rhus,Plantae,Sapindales,Anacardiaceae,Rhus,"thorny shrub, 1-2m tall, trifoliate leathery leaves, leaves are velvety below with toothed margins, small greenish-white to cream flowers; the fruit is a brownish-red, diamond shaped, flat drupe;","arid grassland, woodland,dandy soil, dune",AT1309,"BW,NA,ZA",,,vanrooyen2001[46],http://en.wikipedia.org/wiki/Rhus_tenuinervis,23333992,
rhynchogalemelleri,Rhynchogale melleri,,Meller's mongoose,Animalia,Carnivora,Herpestidae,Ryhnchogale,"carnivore; length: 60-90cm, tail-length: 30-38cm; shaggy fur of variable colour, underside lighter, short head with swollen muzzle;","grassland, woodland","AT0717,AT0719,AT0725,AT1004,AT1006,AT1009","MZ,ZA,ZW",,,stuartstuart2007[146],http://en.wikipedia.org/wiki/Rhynchogale_melleri,311579,
rhynchosiaminima,Rhynchosia minima,,least snoutbean,Plantae,Fabales,Fabaceae,Rhynchosia,,,AA0402,AU,,,,,648221,
rhynchosiaminimamemnonia,Rhynchosia minima memnonia,,,Plantae,Fabales,Fabaceae,Rhynchosia,,,AA0402,AU,,,,,6328922,
rhynchosiaminimaminima,Rhynchosia minima minima,,,Plantae,Fabales,Fabaceae,Rhynchosia,,,AA0402,AU,,,,,6328927,
rhynchosiapycnostachya,Rhynchosia pycnostachya,,,Plantae,Fabales,Fabaceae,Rhynchosia,,,,,,,,,648459,
ricinuscommunis,Ricinus communis,,Castor bean,Plantae,Malpighiales,Euphorbiaceae,Ricinus,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Ricinus_communis,1151096,
rogeriaadenophylla,Rogeria adenophylla,,,Viridiplantae,Lamiales,Pedaliaceae,Rogeria,,,,,,,,,5658337,
rottboelliacochinchinensis,Rottboellia cochinchinensis,,itch grass,Plantae,Poales,Poaceae,Rottboellia,,,AT0111;AT0130;AT0707;AT0713;AT0722;NT0109,BF;CO;ML;BJ;NG;SN;GN,,,,,1115533,
rousettusaegyptiacus,Rousettus aegyptiacus,,Egyptian fruit bat,Animalia,Chiroptera,Pteropodidae,Rousettus,"herbivore; body-length: 15cm, wing-span: 60cm; dark brown fur; pointy ears;","savanna, forest, grassland","AT1201,AT1202,AT1203,AT0116,AT1003,AT1012,AT0128,AT0725,AT0719","MZ,ZA,ZW",,Egyptian fruit bat,cillie1997[207],http://en.wikipedia.org/wiki/Rousettus_aegyptiacus,323421,
rousettusangolensis,Rousettus angolensis,,Angolan fruit bat,Animalia,Chiroptera,Pteropodidae,Rousettus,"herbivore; length: 12cm, wing-span: 40cm; yellowish to brown fur, males with orange collar; dog-like face; short tail;","savanna, forest, grassland, woodland","AT1006,AT0719","MZ,ZW",,,stuartstuart2007[46],http://en.wikipedia.org/wiki/Rousettus_angolensis,323423,
ruelliacyanea,Ruellia cyanea,,,Viridiplantae,Lamiales,Acanthaceae,Ruellia,,,AT0202,MG,,,,,11887580,
sabasenegalensis,Saba senegalensis,,Senegal saba,Plantae,Gentianales,Apocynaceae,Saba,,,AT0130;AT0707;AT0722;AT1403,GN;FR;BF;ML,,,,,483910,
saccharumofficinarum,Saccharum officinarum,,sugar cane,Plantae,Poales,Poaceae,Saccharum,,,AA0402;AT0110;AT0114;AT0120;AT0130;IM0154,LK;EC;CD;MU;AU;GN;ES,,,,,1115140,
saccostomuscampestris,Saccostomus campestris,,Pouched mouse,Animalia,Rodentia,Nesomyidae,Saccostomus,"herbivore; body-length: 9-18cm; the fur is grey-brown on the back, lighter on the flanks and white on the belly; the tail is short; the eyes are small; it can store food in cheek-pouches;","savanna, grassland, desert","AT0709,AT0725,AT0726,AT0717,AT0719,AT0702,AT1309,AT1314,AT1201,AT1202,AT1203,AT1012,AT1009,AT1004,AT0116,AT0119,AT0128","BW,MZ,NA,ZA,ZW",,,cillie1997[214],http://en.wikipedia.org/wiki/Saccostomus_campestris,1179554,
sagittariusserpentarius,Sagittarius serpentarius,,Secretary bird,Animalia,Accipitriformes,Sagittariidae,Sagittarius,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Sagittarius_serpentarius,1049539,
salsolaethoshensis,Salsola etoshensis,,Salsola sp.,Plantae,Caryophyllales,Chenopodiaceae,Salsola,"shrub, 50cm high, branches with leafy shots, with scale-like leaves, short flowering shots with 1-3 yellow flowers",dry river course,,"BW,NA,ZA",,,vanrooyen2001[62],http://en.wikipedia.org/wiki/Salsola,5215049,
salsolakalaharica,Salsola kalaharica,,Salsola sp.,Plantae,Caryophyllales,Chenopodiaceae,Salsola,"shrub, 80cm tall, young shoots covered with smooth hairs, yellowish flowers",dry river course,,"BW,NA,ZA",,,vanrooyen2001[62],http://en.wikipedia.org/wiki/Salsola,5215133,
salsolanamaqualandia,Salsola namaqualandia,,Salsola sp.,Plantae,Caryophyllales,Chenopodiaceae,Salsola,"shrub, spreading in all directions with leafy shots, young shots covered with smooth hairs. small yellow flowers",dry river course,,"BW,NA,ZA",,,vanrooyen2001[62],http://en.wikipedia.org/wiki/Salsola,5215210,
salsolarabieana,Salsola rabieana,,Salsola sp.,Plantae,Caryophyllales,Chenopodiaceae,Salsola,"shrub, up to 1m tall,stiff woody branches, scale-like leaves; small, solitary, yellow flowers; small winged fruit",dry river course,,"BW,NA,ZA",,,vanrooyen2001[62],http://en.wikipedia.org/wiki/Salsola,31037186,
salvadorapersica,Salvadora persica,,Toothbrush tree,Viridiplantae,Brassicales,Salvadoraceae,Salvadora,,,AT1316;PA1325;PA1329,NA;EG;ML,,,,,2900520,
salviaruncinata,Salvia runcinata,,Salvia sp.,Plantae,Lamiales,Lamiaceae,Salvia,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Salvia_runcinata,6343066,
sansevieria,Sansevieria,,bowstring hemps,Plantae,Asparagales,Asparagaceae,,,,,,,,,,34643,
sansevieriaaethiopica,Sansevieria aethiopica,,Bowstring hemp,Plantae,Asparagales,Asparagaceae,Sansevieria,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Sansevieria_aethiopica,1082322,
sansevierialiberica,Sansevieria liberica,,,Plantae,Asparagales,Asparagaceae,Sansevieria,,,AT0130;AT0722,ML;BF;LR,,,,,1002125,
sansevieriazeylanica,Sansevieria zeylanica,,Sansevieria sp.,Plantae,,,,,,,,,check (given as S. zevlania in Visser2001[234]),,http://en.wikipedia.org/wiki/Sansevieria,1002134,
sarcocephaluslatifolius,Sarcocephalus latifolius,,,Plantae,Gentianales,Rubiaceae,Sarcocephalus,,,AT0110;AT0111;AT0114;AT0130;AT0707;AT0722;AT1403,FR;ML;BF;BJ;CD;GN,,,,,1104905,
sarcophaga,Sarcophaga,,,Metazoa,Diptera,Sarcophagidae,Sarcophaga,,,,,,,,,21465407,
sarcostemmaviminale,Sarcostemma viminale,,Milk rope,Plantae,Gentianales,Apocynaceae,Cynanchum,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Sarcostemma_viminale,5330612,
sarkidiornismelanotos,Sarkidiornis melanotos,,Comb duck,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Knob-billed_duck,1048536,
sarotherodongalilaeusgalilaeus,Sarotherodon galilaeus galilaeus,,Mango tilapia,Animalia,Perciformes,Cichlidae,"Sarotherodon Rüppell, 1852",,,,,,,,,1282042,
scadoxuspuniceus,Scadoxus puniceus,,Snake lily,Plantae,Asparagales,Amaryllidaceae,Scadoxus,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Scadoxus_puniceus,1082230,
scarabaeidae,Scarabaeidae,,"Dung beetle, Scarab beetle",Animalia,Coleoptera,Scarabaeidae,,,,AT1309,"BW,NA,ZA",,,,http://en.wikipedia.org/wiki/Scarabaeidae_sp.,8134,
schilbeintermedius,Schilbe intermedius,,Silver catfish,Animalia,Siluriformes,Schilbeidae,Schilbe,,,AT0709;AT0907,BW,,,,,213033,
schilbemystus,Schilbe mystus,,Silver catfish,Animalia,Siluriformes,Schilbeidae,Schilbe,,,,,,,,,223144,
schistocercagregaria,Schistocerca gregaria,,Desert Locust,Animalia,Orthoptera,Acrididae,Schistocerca,,,AT1302;AT1321;NA1201;PA1212;PA1303,OM;MA;EH;FR;US;IL;SA;ES,,,,,856283,
schizachyriumexile,Schizachyrium exile,,,Plantae,Poales,Poaceae,Schizachyrium,,,AT0713;AT0722,BF;BJ,,,,,5795322,
schmidtiakalihariensis,Schmidtia kalihariensis,,Bushman grass,Plantae,Poales,Poaceae,Schmidtia,"Kalahari's most prominent annual grass, up to 1 m tall, produces an acidic secretion with strong smell, hardy grass with the tendency to become almost biennal in years of good rainfall, culms grow erect from a bent base, culms, dull striped sheaths and leaf blades densely haired, glands at the tips of the hairs that secrete a sticky organic acid (in maturity) that has devastating effects on humans and animals",,AT1309,"BW,NA,ZA",,,vanderwalt1999[95],http://en.wikipedia.org/wiki/Schmidtia,5123888,
schmidtiapappophoroides,Schmidtia pappophoroides,,Sand quick,Plantae,Poales,Poaceae,Schmidtia,,,AT1309,"BW,NA,ZA,ZW",,,,http://en.wikipedia.org/wiki/Schmidtia_pappophoroides,5123889,
schoenefeldiagracilis,Schoenefeldia gracilis,,,Plantae,Poales,Poaceae,Schoenefeldia,,,AT0713;AT0722,BF;BJ,,,,,2900539,
schoenoplectiellasenegalensis,Schoenoplectiella senegalensis,,,Plantae,Poales,Cyperaceae,Schoenoplectiella,,,AT0713;AT0722,BF,,,,,249613,
schoenoplectuscorymbosus,Schoenoplectus corymbosus,,,Plantae,Poales,Cyperaceae,Schoenoplectus,,,AT0907,BW,,,,,249636,
schoenoplectusmuricinux,Schoenoplectus muricinux,,Schoenoplectus sp.,Plantae,Poales,Cyperaceae,Schoenoplectus,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Schoenoplectus_muricinux,249654,
scillanervosa,Scilla nervosa,,Wild squill,Plantae,Asparagales,Asparagaceae,Schizocarphus,,,AT0709,"BW,NA,ZW",,,,http://en.wikipedia.org/wiki/Scilla_nervosa,1082140,
scincidae,Scincidae,,Skinks,Animalia,,,,,,,,,,,http://en.wikipedia.org/wiki/Skink,8109,
scintharistanotabilis,Scintharista notabilis,,,Animalia,Orthoptera,Acrididae,Scintharista,,,,,,,,,494410,
sciuruscarolinensis,Sciurus carolinensis,,Eastern grey squirrel,Animalia,Rodentia,Sciuridae,Sciurus,"omnivore; total-length: 50 cm, tail-length: 22 cm; grey-brown or silvery-grey upperparts, white underparts; is the only squirrel species of the south-western cape;",forest,"AT1202,AT1203",ZA,,,stuartstuart2007[96],http://en.wikipedia.org/wiki/Sciurus_carolinensis,347685,
sclerocaryabirrea,Sclerocarya birrea,,marula,Plantae,Sapindales,Anacardiaceae,Sclerocarya,,,AT0704;AT0707;AT0722;AT0725;AT0907,FR;ML;BF;ZA;MW;BW,,,,,483490,
scolopendra,Scolopendra,,,Animalia,Scolopendromorpha,Scolopendridae,,,,,,,,,,14054,
scopariadulcis,Scoparia dulcis,,Liquorice weed,Plantae,Lamiales,Plantaginaceae,Scoparia,,,,,,,,,266775,
scopusumbretta,Scopus umbretta,,Hamerkop,Animalia,Pelecaniformes,Scopidae,Scopus,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Scopus_umbretta,1049601,
scorpiones,Scorpiones,,Scorpion,Animalia,Scorpiones,,,,,AT1309,,,,,http://en.wikipedia.org/wiki/Scorpiones_sp.,8542,
scotoecusalbofuscus,Scotoecus albofuscus,,Light-winged lesser house bat,Animalia,Chiroptera,Vespertilionidae,Scotoecus,"insectivore; length: 7-9 cm; brown fur, lighter on the underside; large rounded ears; off-white semi-transparent wing-membrane;",woodland,"AT0725,AT0116,AT1004,AT1012","MZ,ZA",,,stuartstuart2007[70],http://en.wikipedia.org/wiki/Scotoecus_albofuscus,1001999,
scotophilus,Scotophilus,,,Metazoa,Chiroptera,Vespertilionidae,Scotophilus,,,,,,,,,40105368,
scotophilusdinganii,Scotophilus dinganii,,Yellow-bellied house bat,Animalia,Chiroptera,Vespertilionidae,Scotophilus,"insectivore; length: 13 cm, wingspan: 30 cm; olive-brown to russet-brown dorsal fur, underparts yellow or orange coloured",savanna,"AT1316,AT0702,AT0709,AT0725,AT0726,AT0719,AT0717,AT1004,AT0116,AT0119,AT1310,AT1003,AT1006,AT1012,AT1309,AT0128","BW,MZ,NA,ZA,ZW",,,stuartstuart2007[72],http://en.wikipedia.org/wiki/Scotophilus_dinganii,289875,
scotophilusnigrita,Scotophilus nigrita,,Giant house bat,Animalia,Chiroptera,Vespertilionidae,Scotophilus,"insectivore; length: 18 cm, wing-span 60 cm; dark red-brown to yellow or grey fur; translucent dark brown wing-membrane;","savanna, forest","AT0709,AT0719,AT1006,AT0725","BW,MZ,ZW",,,stuartstuart2007[72],http://en.wikipedia.org/wiki/Scotophilus_nigrita,289602,
scotophilusviridis,Scotophilus viridis,,Greenish yellow bat,Animalia,Chiroptera,Vespertilionidae,Scotophilus,"insectivore; length: 12 cm, wing-span 28 cm; yellow-brown fur on the back and grey-white underside translucent dark brown wing-membrane;",savanna,"AT0726,AT0709,AT0725,AT0907,AT0719,AT0717,AT1009,AT1004,AT0119,AT0128","BW,MZ,NA,ZA,ZW",,,stuartstuart2007[72],http://en.wikipedia.org/wiki/Scotophilus_viridis,326345,
searsialancea,Searsia lancea,,Karee,Plantae,Sapindales,Anacardiaceae,Searsia,,,AT0709,"BW,ZA",,,,http://en.wikipedia.org/wiki/Searsia_lancea,582276,
searsialeptodictya,Searsia leptodictya,,Rock rhus,Plantae,Sapindales,Anacardiaceae,Searsia,,,AT0709,"BW,NA",,,,http://en.wikipedia.org/wiki/Searsia_leptodictya,5613766,
