rattusnorvegicus,AA0405;AA0801;NA0519;NA1202;NA1302;PA0402;PA0405;PA0409;PA0412;PA0429;PA0432;PA0436;PA0445;PA0608
trachylepiscapensis,AT1202;AT1322
elephantorrhizaburkei,
enneapogoncenchroides,
papioursinus,AT0115;AT0709;AT0725;AT0726;AT0907;AT1003;AT1004;AT1202;AT1203;AT1309;AT1314;AT1315;AT1316
susscrofadomesticus,NA0405;NA0523;NA0804;NA0806;NA1202;PA0402;PA0405;PA0412;PA0436;PA0445
carpitalpaarendsi,
rhinolophusclivosus,AT0711
ferrariaglutinosa,
kyllingaalba,AT0907
eremitalpagranti,
tribulusterrestris,AA0402;AA0409;NA0529;NA0530;NA0801;NA0804;NA0814;NA1201;NA1202;NA1304;NA1308;NA1310;PA0404;PA0501;PA1215;PA1222;PA1303;PA1305
crociduramaquassiensis,
panicumkalaharense,
miniopterusfraterculus,AT0117
passermelanurus,AT0717;AT1003;AT1004;AT1009;AT1012;AT1202;AT1309;AT1310;AT1314;AT1315;AT1316
melinisrepens,AA0402;NA0303;NA1201;NA1302;NA1311;NT0176;NT0204;NT0205;NT0303;NT0309;NT0310;NT1316
aethomysnamaquensis,
catophractesalexandri,AT0702;AT0902;AT1309;AT1316
otomopsmartiensseni,AT0707;AT0711;AT1405
passerdomesticus,PA0405;PA0436;PA0608
bunolagusmonticularis,
bubulcusibis,AT0108;AT0714;AT0716;AT0722;AT1007;IM0105;IM0146;IM0172;IM0202;IM0210;NA0404;NA0405;NA0529;NA0804;NA0814;NA1202;NA1302;NA1310;NA1312;NT0127;NT0161;NT0176;NT0179;NT0215;NT0226;NT0230;NT0709;NT1305;OC0106;OC0202;OC0702;PA0904;PA1201;PA1209;PA1211;PA1212;PA1215;PA1221;PA1321
combretumzeyheri,
rattusrattus,AA0402;AA0405;AA0406;AA0407;AA0409;AA0801;IM0124;IM0212;NA0519;NA0806;NA0814;NA1202;NA1311;NT0154;PA0402;PA0405;PA0412;PA0436;PA0445;PA1210;PA1211
gomphocarpusfruticosus,AA0402;AA0409;PA0425;PA1204;PA1211;PA1222
achyranthesaspera,AT0707;AT0713;AT0722;AT0907;AT1005;AT1309;IM0135;PA0412;PA0425;PA1203;PA1214
commiphoraafricana,AT0707;AT0711;AT0713;AT0722;AT1015
